credit_score,income,loan_amount,employment_status,loan_purpose,previous_defaults,risk_label
609,108444,17210,1,1,1,0
794,121448,41972,0,3,0,0
408,39971,45358,1,0,3,0
671,82539,39136,0,1,4,0
505,118120,49297,0,1,4,0
342,69228,20945,1,1,1,0
544,143695,34665,0,3,3,0
586,94495,47477,0,1,1,0
654,141241,18644,0,2,3,1
775,48261,9917,0,0,0,0
382,126601,24868,0,0,4,0
409,81260,16877,0,1,0,0
489,124998,18224,0,3,3,0
550,101371,8052,0,2,4,0
590,104793,32272,0,2,1,0
500,23346,46150,0,0,2,0
625,116343,35668,0,0,1,0
810,115954,22316,1,2,2,1
708,76176,12240,0,0,1,0
807,72300,36559,0,1,3,1
371,31340,8238,0,2,0,0
546,144345,48175,0,0,2,0
643,145467,5565,0,1,3,0
353,53012,26762,2,1,0,0
827,55393,10558,2,2,0,0
831,122153,21375,1,1,4,0
492,95133,30710,2,2,4,0
357,45557,16103,0,1,4,0
736,84204,20174,0,2,2,0
410,93273,46490,1,2,2,0
428,132328,26793,0,2,0,0
625,130304,32597,1,2,2,0
307,126637,13753,1,1,0,0
328,37276,43397,2,2,3,0
411,74639,11318,0,0,1,0
430,141939,38069,1,1,0,0
487,27310,25151,0,2,0,0
774,55167,45274,0,1,3,0
663,122944,13701,0,1,4,0
503,104880,11962,1,1,4,0
511,30391,43197,2,1,4,0
575,142013,35041,0,2,0,0
372,70621,12248,0,1,0,0
542,30892,24829,0,0,2,0
401,96733,7203,2,1,2,0
470,98586,30370,0,1,1,0
487,56142,40247,0,0,1,0
740,65679,15386,0,2,2,0
385,61615,5434,0,0,0,0
775,67553,47998,0,3,3,0
351,129264,39474,0,0,2,0
410,99071,29644,2,2,0,0
342,61002,43493,1,0,2,0
510,128807,23288,0,1,4,0
499,142611,8959,2,2,2,1
325,90658,16143,0,3,4,0
598,29852,44593,0,2,0,0
376,25387,44115,0,1,4,0
436,147571,27540,0,3,2,0
319,117295,40481,1,2,4,0
739,125935,34969,0,2,3,0
510,59994,16561,0,1,4,0
734,123412,27578,1,0,4,0
506,136912,17787,0,0,1,0
738,120414,11512,1,3,3,0
341,53725,15596,1,1,0,0
710,92682,36746,0,1,4,0
822,20560,24930,1,0,3,0
726,144210,35201,0,0,0,0
574,76565,23687,0,3,3,0
747,21312,40989,0,0,1,0
668,38205,35183,0,3,0,0
519,145882,25758,2,2,0,0
531,31595,6082,0,3,4,0
627,107566,46405,0,3,2,0
742,41329,35832,2,3,0,1
351,123678,22976,0,2,0,0
675,88187,43376,0,0,1,0
562,148509,10526,0,3,1,0
566,95542,36086,1,0,1,0
658,128237,26563,0,3,4,0
616,139389,11472,0,0,0,1
623,146688,7775,0,3,1,0
720,134476,20828,0,0,1,1
345,55645,49776,1,1,3,0
568,107502,22974,0,2,3,0
680,113382,27388,0,3,1,1
417,107310,20055,0,2,4,1
415,89619,23615,1,3,2,0
559,53513,42886,1,1,3,0
374,28749,27838,0,1,3,0
779,50783,45728,0,2,0,1
604,80645,17464,0,3,0,1
306,102861,45364,0,0,1,0
665,73175,12240,0,3,0,0
822,104216,9942,0,0,0,0
647,82709,24622,0,2,2,0
737,37323,18536,2,2,4,0
514,70762,6600,0,1,1,0
728,108220,10700,1,0,2,0
797,84222,43839,0,3,1,0
839,54493,15248,2,1,4,0
666,78328,22093,0,2,1,0
612,144467,24355,0,1,0,0
837,32213,22177,1,3,4,0
353,117367,24483,0,3,2,0
840,127832,48815,0,2,2,0
766,66930,43533,0,1,3,0
463,47713,5026,1,0,2,0
633,127157,44461,0,0,3,0
846,92723,26706,1,0,0,0
647,118336,29660,0,3,2,0
572,52583,44377,0,1,4,0
713,148792,47082,0,0,3,0
799,133197,21258,0,1,2,0
392,99944,43077,0,2,0,0
378,42369,37779,0,0,4,0
516,67928,29154,0,1,4,0
657,88950,34684,0,3,0,0
806,135844,20389,0,2,2,0
480,39510,31324,1,2,1,0
545,142940,32685,1,2,2,0
543,32120,32195,1,2,3,0
805,119847,26797,0,3,3,0
721,118575,10774,1,3,2,0
619,149269,36633,0,0,3,0
386,25295,5796,0,3,1,0
516,40460,45047,1,3,1,0
789,34963,33389,2,2,4,0
818,97116,12188,0,3,3,0
577,107822,28696,0,2,2,0
468,47328,7024,0,1,4,0
629,104629,12666,0,1,1,0
740,144034,40985,1,1,4,0
690,41605,11584,0,1,0,0
795,130901,30462,1,1,3,0
680,64813,32044,0,1,2,0
605,66371,10285,1,1,1,0
812,128241,12370,2,2,4,0
487,67598,22903,0,2,2,1
815,80776,37499,0,2,3,0
726,143217,37368,1,2,2,1
801,92258,27995,0,3,3,0
559,60969,44624,0,3,3,0
812,56912,40200,0,0,3,0
370,58374,27841,0,3,4,0
777,92302,9866,1,2,3,0
477,82784,18566,0,2,2,0
756,69882,42822,2,1,0,0
488,35928,46876,0,1,2,0
590,41274,33552,1,0,4,0
819,149994,39549,0,3,3,0
591,54416,29914,0,2,0,0
582,106148,48830,0,3,4,0
843,80998,49542,1,0,1,0
676,120434,27333,0,1,1,0
455,132696,20958,1,2,1,0
807,49047,25954,0,1,0,0
712,63356,14638,0,2,2,0
827,57134,39147,1,1,0,0
654,87042,14675,0,1,0,0
486,71310,29054,0,0,0,0
330,137604,48034,0,3,1,0
559,100758,36661,0,1,2,0
720,32363,22184,0,2,0,0
828,105149,30822,0,3,2,0
603,64563,15929,0,3,3,0
338,50628,10267,1,1,0,0
788,128162,41025,2,1,0,0
841,130920,17069,0,1,0,0
577,140953,5981,0,3,3,1
502,89672,48436,0,0,3,0
365,66246,23472,1,1,1,0
407,31161,24336,0,3,4,0
567,120993,30587,0,3,2,0
521,109110,16656,2,2,4,0
829,112438,32326,0,1,0,0
389,22810,23510,1,0,0,0
554,79860,45831,0,2,1,0
754,97199,23975,0,1,4,0
552,91688,14665,1,2,0,0
556,85548,32097,0,1,4,0
682,82363,30741,1,2,1,0
741,31162,11437,0,0,4,1
389,107858,30185,1,2,2,0
689,93535,15375,0,2,1,0
343,27219,32107,0,2,4,0
318,90864,35484,0,1,0,0
400,23621,40629,0,1,3,0
656,138371,30835,0,0,3,0
841,109792,34743,0,2,1,0
332,64433,35917,0,3,3,0
528,139998,43995,0,2,2,0
823,96850,16424,0,3,1,0
454,146344,14643,0,3,0,0
722,86188,15310,0,2,0,0
545,74951,23951,2,3,1,0
704,101718,31568,0,3,3,0
840,127116,20233,0,2,3,0
460,56558,18200,0,1,0,0
416,148938,26548,1,2,2,1
570,35659,15532,0,0,3,0
786,54413,28465,0,3,2,0
471,30435,26291,0,0,3,0
573,139200,47448,0,3,1,0
558,73911,35580,1,1,4,0
434,48067,31149,0,3,0,0
721,107794,26346,0,2,1,0
720,113823,15619,1,3,3,0
485,89224,44918,0,0,0,0
663,93225,6766,1,2,4,0
677,21379,8549,0,0,4,0
822,122547,23693,1,1,3,0
495,128541,36922,1,0,0,0
397,47624,47402,0,0,3,0
321,111500,39744,1,0,4,0
749,108427,17165,0,2,1,0
471,134634,28564,0,1,1,0
682,142507,40258,0,1,2,0
433,148701,30301,0,1,4,0
725,77745,49763,1,0,4,0
324,71805,25765,0,2,3,0
802,123915,49787,2,2,2,1
484,140815,12425,0,2,2,0
384,32516,17857,0,0,0,0
443,99422,32463,0,1,3,0
711,105843,27444,0,0,1,0
523,149560,46457,1,2,0,0
519,44843,41744,1,0,2,0
478,132020,19205,1,3,1,0
732,25912,5704,1,1,4,1
564,41514,10452,0,1,3,0
728,107359,43862,0,2,2,1
715,77032,8681,0,0,4,0
752,48797,25522,0,2,2,0
496,26449,23300,0,0,1,0
352,21725,14566,0,3,0,0
779,101406,12501,0,1,1,0
742,29304,6845,0,1,3,0
629,93058,44181,1,0,3,0
550,145555,45758,0,1,2,1
422,33663,47396,0,0,1,0
686,90320,18230,0,2,0,0
638,95008,22754,1,3,3,0
647,135920,39404,2,0,0,0
328,114488,27564,0,3,4,0
334,147418,37362,0,2,2,1
817,95591,23227,2,2,0,0
695,115044,29760,0,2,2,0
593,32676,34723,1,0,4,0
648,45192,22215,1,3,0,0
446,44722,10538,0,3,0,0
366,27446,26699,0,1,4,0
819,139304,48085,0,0,1,0
421,24725,17454,0,1,0,0
639,105597,46223,1,1,0,0
474,133073,26711,1,0,3,0
750,108207,20059,1,1,1,0
435,77632,6286,0,1,0,1
315,86945,39297,0,1,4,0
632,93741,47768,0,2,2,0
494,36365,44423,0,0,4,0
795,85792,39645,0,2,1,0
308,84857,47709,0,1,3,0
633,136409,31485,0,1,3,0
632,35704,37267,2,2,3,0
626,70575,32086,0,1,4,0
314,49902,21484,1,0,2,0
525,139641,8087,0,3,2,1
724,121294,43596,0,2,0,1
707,21195,23675,1,3,2,0
412,139247,29680,1,3,2,0
727,73517,22077,0,3,0,1
300,54012,43174,0,2,4,0
565,31415,16432,0,1,4,0
790,59534,8491,0,0,1,0
507,41686,8392,2,1,4,1
668,97198,7268,0,0,3,0
605,134514,43400,0,1,3,0
311,48743,41551,2,3,1,0
644,52161,33088,0,3,2,0
764,81313,19479,0,0,1,0
793,135994,30465,0,2,0,0
667,128617,27357,0,1,1,0
719,22402,10969,0,3,1,0
470,83190,13981,0,0,3,0
433,135184,26032,0,1,0,0
726,72551,46618,1,0,0,0
324,33275,29408,1,2,1,0
829,48182,29241,0,2,0,1
489,34915,22402,0,1,0,0
440,20909,30766,0,2,4,0
614,134110,8657,0,1,0,1
743,85908,26230,1,1,2,1
618,147337,23680,0,2,0,0
740,42620,22158,0,0,3,0
391,54112,24195,0,0,4,0
478,94051,47340,0,1,3,0
355,22431,40950,0,3,3,0
454,106590,17979,1,1,2,0
410,82175,12867,2,0,4,0
436,137472,20155,1,1,1,0
531,52624,18006,2,0,0,0
767,96121,9329,2,2,2,0
780,81264,27551,0,1,2,0
367,133766,40865,0,1,1,0
548,51958,6404,1,2,2,0
622,144095,42869,0,2,1,0
817,21695,6369,0,3,1,0
731,120211,44433,0,2,1,0
786,139502,23448,0,3,2,0
728,69932,40533,0,2,1,0
568,119323,29175,0,0,2,0
836,64225,5716,0,1,4,0
447,21403,18850,1,2,1,1
417,103346,6711,0,0,2,0
666,94391,30801,1,2,2,0
365,58636,26751,0,1,2,0
669,30839,44029,0,2,0,0
474,85546,30173,0,2,0,0
794,124634,11086,0,1,1,1
413,67829,16223,0,2,4,0
410,29230,21220,1,1,1,0
738,71977,18392,1,3,3,0
446,60232,25051,2,2,3,0
334,133050,7246,0,0,4,0
608,121307,25010,0,2,4,0
837,114792,7822,0,1,4,0
313,45651,29667,0,1,0,0
673,117919,22234,0,0,0,0
727,59963,35654,0,0,3,0
532,75872,14669,0,1,4,0
739,137776,26784,0,3,2,0
801,99198,34672,0,3,3,1
574,33739,6082,0,1,4,0
375,83294,16148,0,3,2,0
738,68356,32494,1,0,4,0
588,21789,45935,0,3,1,0
839,39420,14557,0,0,2,0
552,109297,49496,0,2,1,0
425,125902,41719,0,0,0,0
476,57606,46735,1,2,3,0
336,58640,44536,1,0,4,0
709,138341,19039,0,0,3,1
426,64135,7303,0,3,4,0
782,57067,44925,2,0,1,0
467,78420,23281,0,1,2,0
593,37357,27209,1,2,2,0
642,59851,33173,0,2,4,0
609,58262,47287,0,0,1,0
827,144745,30190,1,1,4,1
839,96853,38012,0,0,4,1
718,78643,46716,0,0,4,0
743,138094,46783,0,3,2,0
535,41534,48787,0,0,4,0
738,111270,25191,1,0,2,0
513,121433,7779,0,3,0,0
384,52872,23230,0,3,1,0
384,125737,28405,1,1,0,0
788,27689,17803,0,3,4,0
364,89103,32825,0,2,2,0
363,106268,18698,1,2,1,0
642,106310,39560,2,1,3,1
651,108731,20376,0,0,1,0
457,135869,23118,0,1,1,0
790,57412,18117,1,3,4,0
762,67734,44983,1,0,0,0
524,129634,42956,1,1,0,1
612,107793,43049,0,1,3,0
765,89930,27242,0,2,4,0
387,121838,5944,0,1,1,0
602,42228,36695,1,0,0,0
734,140627,6511,1,1,0,0
434,97924,27502,0,1,2,0
349,31319,29805,0,3,1,0
731,26475,31993,0,1,4,0
639,117091,13369,2,0,0,0
646,103694,49888,0,2,4,0
646,34728,40383,0,2,1,0
544,130310,22997,0,2,1,0
408,49545,20629,0,2,0,0
832,116636,36949,0,3,3,0
389,142971,7840,1,0,4,0
595,101686,19051,1,3,4,0
411,118750,32523,0,2,2,0
476,118412,6774,0,3,1,0
642,81756,18262,1,1,1,0
400,88775,8871,0,0,0,0
700,58699,13273,0,1,0,0
327,56821,22229,2,3,0,0
836,50615,32385,1,1,2,0
357,33746,47176,1,3,3,0
797,106457,34289,0,3,0,0
596,42745,8260,0,0,0,0
433,21245,37019,0,0,0,0
630,137408,8145,0,0,2,0
548,132143,36753,1,2,4,0
849,44853,12802,0,0,3,0
374,47632,7263,1,1,4,0
467,32856,31913,0,0,1,0
802,76893,13155,0,0,1,0
654,90641,5922,2,0,0,0
524,121226,11695,0,3,4,0
830,88049,25672,0,3,2,0
445,78182,43526,0,0,3,0
540,22801,24014,0,3,4,0
643,117881,12816,0,3,4,0
334,99431,30743,0,2,3,0
300,59749,45324,0,1,4,0
452,93757,33539,1,3,4,0
728,75654,35102,0,1,3,0
807,91574,43698,0,3,2,0
425,117567,16633,0,0,3,0
790,75381,28384,0,3,0,0
781,78601,8512,0,3,0,0
644,35082,11066,0,1,0,0
520,34648,36500,0,0,0,0
324,20364,18207,1,2,1,0
827,54568,25106,2,1,2,1
481,99646,19322,1,0,1,0
798,91494,39828,0,0,4,0
341,94632,24418,0,1,4,0
780,27436,7387,2,3,3,0
738,106713,13031,0,0,0,0
701,46754,6799,1,2,3,0
845,80194,40548,0,3,4,0
644,44544,38895,0,1,0,0
344,80180,29914,1,1,2,0
320,83295,45133,1,1,4,0
369,32638,19635,1,1,3,0
347,85715,45379,2,2,3,0
790,89409,12535,0,2,4,0
586,148479,47132,0,0,1,0
309,138648,7808,2,2,2,0
841,103106,18055,0,1,4,0
573,148782,32605,0,2,4,0
680,146839,31665,0,3,3,0
628,133759,37767,0,3,0,0
778,37157,9297,0,0,0,0
314,65565,48977,0,1,0,0
815,89996,25943,1,2,3,1
490,133620,38216,1,0,0,0
467,85888,10008,0,0,4,0
820,76095,26277,0,2,1,0
436,84947,21820,0,0,1,0
453,107122,11012,0,1,1,0
687,90880,27253,0,2,0,0
508,24507,34202,0,3,1,0
571,123134,34236,0,3,0,0
442,63988,6620,0,2,4,0
368,118421,38716,0,0,4,0
546,36865,14319,0,0,3,0
560,122591,21575,0,3,3,0
378,149614,17204,0,3,2,0
824,47213,16952,0,1,4,0
629,75954,22787,2,0,0,0
488,77450,38872,0,1,2,0
394,24477,34376,1,3,4,0
307,82222,5548,0,3,0,0
366,26533,16640,1,3,4,0
795,69395,31437,0,3,4,0
490,145512,27145,1,1,0,0
665,43396,12903,0,3,4,0
820,32755,23168,1,2,4,0
416,20865,31863,0,0,4,0
566,31173,48381,0,3,3,0
784,78905,33548,1,0,1,1
808,58097,13990,0,3,4,0
597,53371,16467,2,1,0,1
463,124060,28901,0,0,4,0
675,31254,28301,0,1,3,0
567,24018,42006,1,3,3,0
848,25192,24644,0,2,4,0
373,22015,9367,0,2,2,0
807,128154,43419,1,2,1,0
372,88916,21204,1,2,0,0
607,48343,24755,2,2,0,0
498,89306,7093,0,1,0,0
429,25829,9001,0,2,0,0
786,54381,35783,0,3,3,0
450,131451,27940,0,1,1,0
505,101081,12810,1,1,4,0
478,38263,49040,0,2,4,1
496,123676,42322,0,0,2,0
388,73260,31008,0,3,4,0
733,63306,23901,1,1,1,0
482,111211,32433,2,3,4,0
508,78418,46465,0,0,3,0
792,110898,27189,0,1,4,0
429,20148,33730,1,3,0,0
312,21754,14236,0,2,0,0
405,46745,12061,0,1,0,0
674,92914,23588,0,1,0,0
398,131895,8902,0,1,3,0
491,75833,39120,0,1,3,0
624,40140,39364,1,2,3,0
766,94907,46535,0,0,4,0
666,80653,38447,0,0,0,0
617,112535,33874,2,3,2,0
443,81521,25096,1,2,2,0
683,98315,17020,0,2,0,0
515,51075,49864,0,3,1,0
660,50697,49153,0,2,4,0
623,143804,46277,0,2,2,0
314,74544,26685,0,1,3,0
516,29795,43502,0,1,1,0
791,84555,20675,0,1,3,0
846,72204,29365,0,2,1,0
482,123996,27276,0,2,1,0
569,89754,17693,0,0,4,0
766,84860,28513,0,1,3,0
818,123107,28621,0,3,3,0
841,71529,28711,0,2,2,0
766,31672,45175,0,1,0,0
604,74238,49554,0,0,0,0
443,116578,32785,0,1,2,0
410,55950,7542,0,0,1,0
531,31009,22062,1,0,2,0
799,67096,10366,2,2,2,1
572,39544,31465,0,0,3,0
472,75728,37286,2,0,2,0
306,49381,45178,0,3,1,0
454,147769,47603,0,0,0,0
821,45287,18647,2,3,4,0
845,84610,43309,0,3,2,0
847,88122,48201,0,1,2,0
817,88184,48315,0,1,3,0
514,60081,14860,0,2,3,0
433,103637,15745,0,2,2,0
584,65312,11818,0,2,2,1
425,107228,19101,0,0,1,1
738,92943,10028,0,1,0,0
451,102790,37725,0,0,0,0
630,100770,48722,2,1,4,0
837,72726,26087,1,0,0,0
682,42211,14438,0,2,4,0
414,49480,23156,0,1,3,0
781,67780,23548,1,1,4,0
583,77138,44879,0,3,4,0
374,110382,29767,0,1,0,0
465,62503,43881,0,1,2,0
488,77893,7563,1,0,3,0
377,66193,13498,0,2,1,0
320,134002,13131,0,3,4,0
483,147543,30107,0,0,4,0
521,81358,33793,0,1,4,0
627,100857,7696,0,0,2,0
478,98182,28705,0,2,1,1
411,140457,28397,0,3,0,0
358,42117,12704,0,0,3,0
626,148333,21442,0,1,2,1
490,79056,14765,1,0,1,0
499,137928,15002,1,1,3,0
611,78706,16390,0,3,0,0
334,90429,49436,0,3,3,0
678,29476,23946,0,0,4,0
686,102806,11641,0,3,4,0
536,75006,38709,1,2,2,0
818,107238,44309,0,0,3,0
582,136946,20624,0,1,4,0
300,89918,14966,1,0,2,0
763,83155,28814,2,1,2,0
529,87321,39189,0,3,2,0
471,65798,10765,0,1,0,0
386,97271,35222,0,1,4,0
422,50177,22223,1,1,4,0
597,116248,41769,1,1,1,0
783,148022,17647,0,2,0,0
464,142415,43016,0,1,4,0
682,102215,9959,0,0,4,1
508,63013,32257,0,2,1,1
731,120901,36984,0,1,3,0
688,102600,27212,0,1,3,1
523,116099,32215,0,1,0,0
302,139578,41657,1,2,2,1
671,73450,34057,0,1,1,0
745,118628,39094,0,1,1,0
415,67928,43669,0,1,4,0
569,142640,41126,1,3,4,1
746,112403,39353,0,0,1,0
667,65382,18500,2,1,2,0
552,119290,49328,0,0,3,1
616,105038,21772,2,3,0,0
714,20760,8332,1,3,3,0
394,44142,27218,0,1,0,0
323,130189,40588,2,0,2,0
349,127532,20472,0,2,1,1
801,37290,9959,0,1,2,1
797,91035,22443,0,2,1,0
634,20364,30874,0,3,4,0
378,76921,6301,1,3,0,0
326,39797,48319,1,0,4,0
570,126331,29080,0,2,1,0
546,52535,25683,0,2,0,0
686,66300,34656,0,1,0,0
660,67176,27455,0,0,4,1
787,36105,9112,0,0,0,0
651,27939,49542,2,2,1,0
555,99472,21882,0,3,1,0
521,62029,37145,0,0,4,0
300,35863,46388,1,3,2,0
845,98097,37735,0,1,1,0
745,30447,12245,0,0,1,1
378,116160,49599,0,0,0,0
535,66940,7105,0,1,0,0
633,130182,47513,2,0,1,0
648,97947,26711,0,2,4,0
397,105001,10630,0,2,2,0
381,123752,8206,0,1,0,0
801,39642,23953,0,3,0,0
776,116798,40396,1,3,2,0
849,115899,15068,2,0,0,0
313,87643,18394,1,3,4,0
691,27928,6067,0,3,0,0
646,68002,20245,0,1,0,0
609,104853,14859,0,3,1,0
685,134614,34164,0,3,4,0
508,137517,44410,0,3,4,0
656,45017,20377,0,2,1,0
393,99064,41834,2,2,3,0
392,139694,38715,0,1,2,0
639,33313,25773,0,0,4,0
744,21559,38939,0,1,3,0
321,70893,11114,0,0,2,0
590,35167,37939,0,0,4,0
784,100879,17818,0,3,0,0
605,58598,14335,0,3,4,0
427,27523,47819,0,1,2,0
572,69777,11209,1,1,3,0
741,48439,48148,0,1,0,0
802,136378,8577,0,2,2,1
429,101060,13380,0,2,2,0
431,33285,9076,0,2,4,0
781,30973,37925,2,2,1,0
689,142970,45545,0,2,1,0
624,42694,46205,0,3,0,0
368,55774,16095,1,0,2,1
747,24302,24179,0,2,3,0
827,135776,44968,0,1,0,0
464,42391,33400,0,0,0,0
787,24611,23761,0,2,4,0
725,29372,46809,1,2,3,0
